Utterance_Das,Original_Label,DeepSeek
"Yeah, I have to tell Ross that I love him. (Answer) ",neutral,joy
"Now honey, you take care, you don't have those babies until I get back. (Command) ",neutral,joy
"I--Rachel, you can't go! Ross loves Emily! (Statement Non Opinion) ",fear,anger
"Yeah, I know, I know, I know he does. (Agreement) ",fear,sadness
But I have to tell him how I feel! (Statement Non Opinion) ,sadness,sadness
He deserves to have all the information and then he can make an informed decision. (Statement Non Opinion) ,neutral,neutral
That's not why you're going! (Statement Non Opinion) ,sadness,anger
"You're going because you hope he's gonna say, ""Yeah, I love you too, Rach. (Statement Opinion) ",sadness,anger
"Forget that British chippy."" (Command) ",sadness,anger
Ohh--Do you think he will?! (Question) ,surprise,neutral
No! (Answer) ,sadness,anger
Because he's in love with the British chippy! (Statement Opinion) ,sadness,anger
"Look, Rachel, if you go, you're just gonna mess with his head and ruin his wedding! (Statement Non Opinion) ",anger,anger
"Y'know, it's too late! (Statement Non Opinion) ",anger,anger
You missed you're chance! (Statement Non Opinion) ,sadness,anger
"I'm sorry, I know this must be really hard, it's over. (Apology) ",sadness,sadness
"Y'know what? No. It's not over until someone says, ""I do."" (Statement Non Opinion) ",anger,anger
"I do! I do! I do! I do! Ugh, like I can really chase you. I'm carrying a litter. (Statement Non Opinion) ",joy,anger
So is everybody here? (Question) ,neutral,neutral
I got here a little early myself. (Statement Non Opinion) ,neutral,neutral
Let us begin. (Statement Non Opinion) ,neutral,neutral
"Now, the hydrosaurids have been unearthed in two main locations. (Statement Non Opinion) ",neutral,neutral
Here. (Others) ,neutral,neutral
Here. (Others) ,neutral,neutral
Now as for the hydrosaurs (Statement Non Opinion) ,neutral,neutral
"Well, so anyway Beth, what I'm saying is I should've considered your feelings before I went home with you that night. (Statement Non Opinion) ",neutral,sadness
"I've ah, I've recently learned what's it like to be on your side of it, and I'm sorry. (Apology) ",sadness,sadness
"So, do you think you can forgive me? (Question) ",sadness,sadness
Great. (Agreement) ,joy,joy
Thanks. (Others) ,joy,neutral
"Okay, bye. (Greeting) ",neutral,neutral
"Hello, Jennifer? (Greeting) ",neutral,neutral
"Oh hi, Mrs. Loreo, is Jennifer there? (Question) ",surprise,neutral
"Oh, she's not home huh? (Question) ",surprise,sadness
"Well ah, actually I kinda need to talk to you too. (Statement Non Opinion) ",neutral,neutral
Hey! (Greeting) ,anger,joy
Hi. (Greeting) ,neutral,neutral
Are you all right? (Question) ,neutral,neutral
Uhh... I think I just got engaged. (Answer) ,fear,surprise
Oh my God! He did it? (Question) ,surprise,surprise
Well...did you know he was gonna ask me? (Question) ,joy,neutral
Are you kidding? (Question) ,surprise,surprise
I'm like the one who talked him into it. (Statement Non Opinion) ,joy,neutral
I like to think of myself as the puppet master of the group. (Statement Non Opinion) ,sadness,joy
And you really think this is a good idea? (Question) ,sadness,neutral
"I just talked him into it, don't tell me I have to do you too. The puppet master gets tired people. (Answer) ",neutral,anger
I just don't know! It just doesn't feel right. (Statement Opinion) ,sadness,sadness
"Why?! You two are so meant to be together, everybody thinks so. (Statement Non Opinion) ",surprise,neutral
Really?! Even Ross? (Question) ,surprise,surprise
Especially Ross! (Answer) ,joy,neutral
"Oh uh, hey Pheebs. Uh y'know what? I'll-I'll come back later. (Statement Non Opinion) ",neutral,neutral
"Wow! Kind of uh, kind of a full house here. I'll guess just...I'll come back. (Statement Non Opinion) ",surprise,neutral
"There he goes, your fiancée. (Statement Non Opinion) ",joy,neutral
I guess so. (Statement Non Opinion) ,neutral,neutral
Although he does play with himself in his sleep. (Statement Non Opinion) ,neutral,neutral
I can't say that I'm surprised. (Statement Non Opinion) ,neutral,neutral
"Oh, that is so unfortunate. (Statement Opinion) ",sadness,sadness
What? (Question) ,neutral,surprise
Cute naked guy is really starting to put on weight. (Answer) ,joy,disgust
"Okay, I'll be back in just a minute. Oh, Phoebe I'm sorry that I left lipstick marks on the phone. (Apology) ",neutral,neutral
You didn't leave lipstick marks on the phone. (Statement Non Opinion) ,neutral,neutral
"Oh, then it must've been you. Bye. (Statement Opinion) ",neutral,neutral
Bye-bye! That's why I moved out. (Statement Opinion) ,joy,anger
"Hey, y'know while we're on that, when are you gonna tell my sister that you don't live here anymore. (Question) ",neutral,neutral
I think on some levels she already knows. (Answer) ,neutral,neutral
Night Mon. Night Julio. (Greeting) ,neutral,neutral
Adiâˆšâ‰¥s. (Greeting) ,neutral,neutral
"Look Julio, someone left their book here. (Statement Non Opinion) ",surprise,neutral
"Ah actually, that is mine. (Statement Non Opinion) ",neutral,neutral
"Oh yeah, what are you reading? (Question) ",neutral,neutral
"Flowers of Evil, by Beaudalire. Have you read it? (Question) ",neutral,neutral
"Have I read it? No, are you enjoying it? (Question) ",neutral,neutral
"I thought I would, but the translation's no good. (Answer) ",neutral,sadness
Your a poet and don't know it. (Statement Opinion) ,neutral,joy
"Actually I ah, I am a poet. (Agreement) ",neutral,neutral
"Oh, then you do know it. So um what kind of things do you write about? (Question) ",neutral,neutral
"Things that move me. The, the shadow of a tree, a child laughing, or this lip. (Answer) ",neutral,joy
Mine? Right here? (Question) ,neutral,surprise
I can write an epic poem about this lip. (Answer) ,joy,joy
"How would that go? Well, it didn't rhyme, but I liked it. (Statement Opinion) ",joy,joy
"Last stop, Montreal. This stop is Montreal. (Statement Non Opinion) ",neutral,neutral
What? (Question) ,surprise,surprise
"I made a bet with myself that you have beautiful eyes. Now that I see them, I win. (Statement Non Opinion) ",neutral,joy
What? (Question) ,surprise,surprise
We're at my stop. But would you like to have coffee? (Question) ,neutral,neutral
Are we really in Montreal?! (Question) ,surprise,surprise
"Yes we are. So, coffee? (Answer) ",neutral,neutral
"Coffee sounds great. Wait, so, so you live in Montreal? (Question) ",neutral,joy
"Oh, no. But it's just a two hour ferry ride to Nova Scotia. (Answer) ",neutral,neutral
"Okay, here's batch 22. (Statement Non Opinion) ",neutral,neutral
"Oh, maybe these'll taste a little like your grandmother's. (Statement Non Opinion) ",anger,joy
"This has a little bit of orange peel, but no nutmeg. (Statement Non Opinion) ",neutral,neutral
Let's give it a shot. (Statement Non Opinion) ,neutral,neutral
"Oh, what was that for? Like a bake sale? (Question) ",surprise,surprise
"No, just a Friday night. (Answer) ",neutral,neutral
Would she? (Question) ,neutral,neutral
Would she? You ate my candy bar! (Question) ,anger,anger
"Oh God, I hate my job, I hate it, I hate my job, I hate it. (Statement Opinion) ",disgust,anger
"I know honey, I'm sorry. (Apology) ",sadness,sadness
"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in. (Statement Non Opinion) ",sadness,sadness
"Gee, I don't know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy! (Statement Non Opinion) ",joy,neutral
"Oh honey, come on, I'm sorry, I didn't.... (Apology) ",sadness,sadness
"I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom. (Statement Non Opinion) ",disgust,sadness
Hi! Is my misery amusing to you? (Question) ,anger,anger
"I'm sorry, I wa, I wa, I was just ah.... (Answer) ",fear,fear
"It's not funny, this is actually my job. (Acknowledge) ",anger,anger
"Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus. (Statement Non Opinion) ",neutral,neutral
"Oh well then, so I'm just going to go back to talking to my friend here. (Statement Non Opinion) ",joy,neutral
And you can go back to enjoying your little hamburger. (Statement Opinion) ,joy,anger
"Ah, just one other thing. (Statement Non Opinion) ",neutral,neutral
Yes?! (Agreement) ,joy,neutral
"I ah, I work at (Statement Non Opinion) ",neutral,neutral
Do you want my pickle? (Question) ,neutral,neutral
Do you think they have yesterday's daily news? (Question) ,neutral,neutral
Why? (Question) ,surprise,neutral
"Just wanna check my horoscope, see if it was right. (Answer) ",neutral,joy
Oh my God. (Apology) ,surprise,surprise
Phoebe. (Greeting) ,neutral,neutral
"Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression. (Statement Opinion) ",neutral,fear
"Where? Ooh, come to Momma. (Question) ",joy,joy
"He's coming. Be cool, be cool, be cool. (Answer) ",anger,fear
We should do something. Whistle. (Statement Opinion) ,joy,joy
We are not going to whistle. (Disagreement) ,anger,anger
"Come on, do it. (Others) ",neutral,joy
No! (Disagreement) ,anger,anger
Do it! (Command) ,joy,anger
No! (Disagreement) ,anger,anger
Do it do it do it! (Command) ,joy,anger
Woo-woo! (Others) ,joy,joy
I can't believe you did that! (Acknowledge) ,surprise,surprise
"Hi! Umm, I'm Monica Geller, I'm the chef at Alessandro's. (Greeting) ",neutral,neutral
Still? (Question) ,surprise,surprise
"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance. (Answer) ",neutral,sadness
I don't see any reason why I would do that to myself again. (Statement Non Opinion) ,joy,disgust
"Either eat it, or be in it. (Statement Opinion) ",anger,anger
"Spoon? So, what do you think? (Question) ",joy,neutral
"I'm torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal. (Answer) ",disgust,fear
Thata girl! Huh? We should get out of here.. there's a new class comin' in. (Statement Non Opinion) ,joy,joy
"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce? (Question) ",neutral,neutral
I can. (Answer) ,neutral,neutral
"Okay, go ahead. (Agreement) ",neutral,neutral
"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon. (Answer) ",neutral,joy
"That's very good, what's your name? (Question) ",neutral,neutral
Monica. (Answer) ,neutral,neutral
"Monica, you go to the head of the class. (Command) ",neutral,joy
Okay. (Agreement) ,joy,neutral
"And there's a country called Argentinaaaa, it's a place I've never seeeeen. (Statement Non Opinion) ",neutral,joy
But I'm told for fifty pesos you can buy a human spleen. (Statement Non Opinion) ,neutral,disgust
Human spleeeen. (Others) ,neutral,disgust
Olé! (Others) ,joy,joy
What are you doing here! (Question) ,surprise,surprise
"Well, you said that you had customers lined up in the street, so I am here to entertain! (Answer) ",joy,joy
Great! (Acknowledge) ,joy,joy
Yeah! (Agreement) ,joy,joy
"It really has been great too, you know, some of this people must have seen me play before because they were requesting a bunch of my songs! (Statement Non Opinion) ",joy,joy
"Yeah, ""You suck"" and ""shut up and go home"". (Statement Opinion) ",joy,sadness
Listen Phoebe... (Others) ,joy,neutral
Yeah. (Others) ,neutral,neutral
"You know how much I love listening to your music, you know, but... (Statement Opinion) ",neutral,neutral
But what? (Question) ,neutral,neutral
This is kind of a classy place. (Answer) ,neutral,neutral
"Ok, say no more. (Acknowledge) ",neutral,neutral
"I'm so bored! Stupid rain, we... we can't do anything. (Statement Opinion) ",sadness,sadness
"Well, I've brought some books. We could read. (Statement Non Opinion) ",neutral,neutral
"Hey, it hasn't come to that yet. (Statement Non Opinion) ",joy,neutral
Hey hey hey! Don't mind if I do! (Statement Non Opinion) ,joy,joy
"I'm sorry sir, these are for the pharmaceutical convention (Apology) ",neutral,neutral
"Hey Rach, do you feel like going to a convention? (Question) ",neutral,neutral
We can't. We're not pharmacists! (Answer) ,sadness,neutral
"I know we're not, but Frank Medeio and... Eva Trorro... womba... (Statement Non Opinion) ",neutral,neutral
Kate Miller? (Question) ,neutral,neutral
Kate Miller it is. (Answer) ,neutral,neutral
And... that's the most sex I'm gonna have this weekend. (Statement Non Opinion) ,joy,neutral
In that case should I make sure it's on real good? (Others) ,neutral,joy
Thank you. (Acknowledge) ,neutral,neutral
Oh my God! (Others) ,surprise,surprise
"We heard about your pants, I'm so sorry. (Apology) ",sadness,sadness
This year was supposed to be great! (Statement Opinion) ,anger,sadness
"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit! (Statement Non Opinion) ",disgust,anger
