Conversation,Original_Label,Ds-r1
"Now, you can go on with this if you know where to go, but I don't know where to go.",xxx,frustrated
"I don't know why it is but every time I reach out for something that I want, I have to pull back because it might hurt somebody else, my whole bloody life, time after time, after time.",frustrated,frustrated
"Well, you're a considerate fella.  There's nothing wrong with that.",xxx,neutral
what to hell with that!,anger,anger
Have you asked Annie yet?,neutral,neutral
I wanted to get this settled first.,xxx,neutral
"Well, how do you know she'll marry you?  Maybe she feels like your father does.",neutral,frustrated
"Well, if she does then that's the end of it.  But from her letters it seems like she's forgotten him.",xxx,neutral
"I'll find out and then we'll thrash it out with dad, all right?  Mom, don't avoid me.",frustrated,frustrated
The trouble is you don't see enough women.  You never did.,neutral,frustrated
"So what, I'm not fast with women?",frustrated,frustrated
I just don't see why it has to be Annie.,xxx,frustrated
Because it is.,frustrated,neutral
"Well, that's a good reason.  But it don't mean a thing. I mean, You haven't seen her since you went to war.  It's been five years.",neutral,frustrated
"[garbage] I don't know.  It's just,",frustrated,frustrated
"she's who I know best. I know her since I- I was a kid I grew up with her.  When I think of somebody for my wife these days, I I think of Annie.  What do you want, a diagram?",frustrated,frustrated
"No I don't want a-  Your father thinks he's coming back, Chris.  If you marry that girl, you're pronouncing him dead.",frustrated,frustrated
"Now, what's going to happen to your father, do you know?  I don't.",sad,sad
"All right then, mom.",frustrated,neutral
Just give it some more thought.,xxx,neutral
"I've given it three years of thought.  I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy.",anger,frustrated
But if that can't happen then I'll just get out.,anger,frustrated
What the hell is this?,surprise,anger
"I'll get out.  I'll go get married someplace else, I- I'll live someplace else, maybe New York.",anger,frustrated
Are you crazy?,anger,anger
"I've been a good son for too long, a good sucker.  I'm through with it.",xxx,anger
But you have a business here.  What the hell is this?,xxx,anger
The business?  The business doesn't inspire me.,anger,frustrated
Must you be inspired?,anger,frustrated
"Yeah, I'd like one hour a day.  If I have to grub for money all day long, I'd like to go home to something beautiful.  I'd like a family.  I'd like some kids.",anger,frustrated
"I'd like to build something that's my own.  And Annie is in the center of that.  Now, where do I find it?",xxx,frustrated
You don't want to think like that.,anger,fear
"Well, you help me stay here.",xxx,happy
"All right.  But don't think like that because what the hell did we work for, Chris?  All of this, all of it, it's all just for you.",frustrated,frustrated
"I know that, mom.  Just you help me stay here.",frustrated,frustrated
"Don't think like that, do you hear me?",xxx,anger
"Well, I am thinking like that.",anger,neutral
"I don't understand you, do I?",frustrated,frustrated
"No, you don't.  I'm a pretty tough guy.",anger,frustrated
"Yeah, I can see that.",xxx,neutral
Why did you invite her here?,xxx,frustrated
Why does that bother you?,neutral,neutral
"She's been in New York three and a half years, why all of a sudden?",xxx,surprised
"Well, maybe maybe he just wanted to see her again.",neutral,neutral
Nobody comes seven hundred miles just to see.,neutral,frustrated
"What are you talking about?  He grew up next to the girl his whole life, why wouldn't he want to see her again?  Don't look at me like that.  He hasn't told me anything he didn't told you.",frustrated,frustrated
He's not going to marry her.,xxx,sad
Why do you think he's even thinking that?,neutral,frustrated
He's got that about it.,neutral,neutral
"Well, so what?",frustrated,frustrated
"What's going on here, Joe?",anger,surprised
Now listen.,frustrated,neutral
"No.  She's not his girl, Joe.  She knows she's not.",xxx,frustrated
You don't know.  You can't read her mind.,xxx,frustrated
"Then why is she still single? I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's foolish but she's waited.",xxx,frustrated
How do you know why she's waited?,frustrated,frustrated
"Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",xxx,happy
"Look, it's a beautiful day outside, why are we arguing?",frustrated,frustrated
"Nobody in this house dares takes her faith away, Joe.  Strangers might, but not his father, not his brother.",xxx,anger
"Well, what do you want me to do about it?  What do you want?",frustrated,frustrated
"I want you to pretend like he's coming back.  Both of you, don't think I haven't noticed you and Chris since she's gotten here.  I don't want any nonsense.",frustrated,anger
But Kate?,frustrated,surprised
"No, because if she- he's not coming back then I'll kill myself. Laugh!  Laugh at me!",frustrated,frustrated
But why did that happen the very night she came back?  She goes to sleep in his bed and his memorial breaks in pieces.  Look at it.,xxx,frustrated
Calm yourself.,frustrated,neutral
"Believe with me, Joe.  I can't stand alone.",xxx,sad
Calm yourself.,frustrated,neutral
Only last week a man turned up in Detroit missing longer than Larry.  You read it yourself.,frustrated,surprised
All right.  All right.,frustrated,frustrated
You above all have got to believe.,anger,happy
"What do you mean, me above all?",xxx,surprised
Just don't stop believing.,xxx,excited
"What's that suppose to mean, me above all?  Look at you, you're shaking.",anger,frustrated
I can't help it.,anger,frustrated
"What have I got to hide, Kate?  What the hell is the matter with you?",anger,anger
You're the only one I know who loves his parents.,neutral,sad
"I know.  It's going out of style, isn't it?",xxx,frustrated
It's all right.  It's a good thing.  It's lovely here.  The air is sweet.,happy,happy
"So, you're not sorry I came?",excited,fear
No.  But I'm not going to stay.,xxx,frustrated
Why?,surprise,neutral
"Well, your mother, first of all, pretty much told me to leave.",neutral,frustrated
Well-,neutral,neutral
You saw that.  And well you've been --,xxx,frustrated
What?,xxx,surprised
You've been sort of embarrassed since I got here.,xxx,sad
"Well, I planned on kind of sneaking up on you in a period of a week or so, but they all take it for granted that we're set.",xxx,frustrated
"I figured they would, your mother at least.",neutral,neutral
How did you know?,xxx,surprised
"Well, from her perspective, I mean, why else would I come here?",neutral,frustrated
"Well, so would you want to?  I mean, I guess you know that's why I asked you to come.",xxx,neutral
"Yes, that's why I came.",xxx,neutral
"Annie, I love you.  I love you a great deal.  I love you. -I",xxx,happy
"I don't know what to say.  I have no imagination.  That's all I have to say to you.  God, I'm embarrassing you. I-I didn't want to do this here. I- I wanted to do it someplace different, someplace where we could be new to each other.",xxx,frustrated
"You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything.",excited,fear
"Oh, Chris I've been ready for a long time.",happy,excited
So he's gone forever then?  You sure?,xxx,sad
I almost got married two years ago.,sad,sad
Why didn't you?,surprise,frustrated
You started to write me.,xxx,neutral
You felt something that far back?,happy,surprised
Everyday since.,happy,sad
"Annie, why didn't you call me or tell me?",xxx,frustrated
"Well, I mean, until then you never wrote and when you did, what did you say?  I mean, you sure can be ambiguous.",excited,frustrated
"Give me a kiss, Annie.  Give me a --",xxx,frustrated
"oh, God I kissed Annie.  I kissed Annie. I can't How long have I waited to do that?",excited,excited
I'll never forgive you.  Why did you wait so long?  All this time I've sat around wondering if I was crazy for thinking of you.,xxx,anger
"Oh, Annie, we're gonna live now.  I'm going to make you so happy.",excited,happy
Not like that you're not.,excited,frustrated
I kissed you.,surprise,happy
"Like Larry's brother.  Do it like you, Chris.  What's the matter?",sad,frustrated
Lets go for a ride.  I I- I want to be alone with you.,sad,excited
"No.  Chris, what is it?  Is it your mother?",xxx,fear
"No, nothing like that.",sad,neutral
You have to tell me.,xxx,frustrated
Even in your letters there was something ashamed.,sad,sad
"Yeah, I suppose I have been.  But it's going for me.",sad,frustrated
You have to tell me.,sad,frustrated
I don't I don't know where to start.,neutral,frustrated
It wouldn't work like this.,sad,frustrated
It's so mixed up with so many other things.,sad,frustrated
"You remember when I was overseas, I was in command of a company?",xxx,neutral
