Sentence,Original_Label,DeepSeek
I'm cold. (xxx) ,Statement Non Opinion ,Statement Non Opinion
Do you want my jacket? (excited) ,Question,Question
It's after eleven.  Let's just go home. (xxx) ,Statement Non Opinion ,Command
"Are you kidding?  We just got here, we'd miss it.  What's the point of coming all the way out here if we're just going to turn around and go home? (xxx) ",Question,Question
There is no point in coming out here. (xxx) ,Answer,Statement Opinion
Right. (xxx) ,Backchannel,Acknowledge
That's my point. (xxx) ,Statement Non Opinion ,Statement Opinion
"That's my point, too. (xxx) ",Agreement,Agreement
So let's go. (xxx) ,Command,Command
"Oh, no, no, no.  no That's not my point.  My point is what's the point coming out here if we're just going to leave?  Don't you want to see it? (xxx) ",Disagreement,Statement Opinion
Not particularly. (xxx) ,Answer,Statement Opinion
Why not? (xxx) ,Question,Question
I just don't. (xxx) ,Answer,Statement Non Opinion
Oh (frustrated) ,Backchannel,Backchannel
it's stupid. (xxx) ,Statement Opinion,Statement Opinion
"Honey, it's a natural phenomenon.  I mean, this kind of thing only happens once a year.  It's a great opportunity. (excited) ",Statement Non Opinion ,Statement Opinion
"I mean, Think about people in Kansas, they've got to get like you know plane tickets and hotel reservations just to see this.  We're just forty minutes away.  It's just too good of an opportunity to pass up. (excited) ",Statement Non Opinion ,Statement Opinion
Pass what up?  It's It's just little fish and they swim up on the beach and they flop around and they swim away and then they die. (frustrated) ,Statement Non Opinion ,Statement Opinion
"Yeah, but all that time on the beach is the highlight of their little lives.  You know, (excited) ",Statement Non Opinion ,Statement Opinion
"and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that. (excited) ",Statement Non Opinion ,Statement Opinion
"I mean, this is a big night for these guys.  You know, life's last orgy. (excited) ",Statement Opinion,Statement Opinion
"What are you so excited about.  This isn't rocket science, this is just fish.  Fish nobody even eats. (frustrated) ",Statement Opinion,Statement Opinion
"Yeah, they do. (frustrated) ",Disagreement,Disagreement
Augie. (frustrated) ,Backchannel,Backchannel
"All right.  But they are fish that do something no other fish do.  Like the swallows were turning into Capistrano or Lemmings jumping off the cliffs, you know like that. There's- There's magic here and mystery.  And a little bit of the unexplainable.  You know, I can't see how you could not be interested. (excited) ",Statement Opinion,Statement Opinion
I'm just not. (sad) ,Statement Non Opinion ,Statement Opinion
For real? (frustrated) ,Question,Question
Yes. (xxx) ,Answer,Answer
"I don't get it.  I mean, the first time we came you said it was the best night of your life. And last year I remember distinctly you were so excited about coming that you stubbed your toe toe pushing me out the door and you didn't even notice until you got in the car. (frustrated) ",Statement Non Opinion ,Statement Opinion
"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we didn't see the grunion. (frustrated) ",Statement Non Opinion ,Statement Opinion
We weren't in a good spot. (xxx) ,Statement Opinion,Statement Non Opinion
We didn't see them the first time either. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
We just weren't in a good spot.  This is a much better spot.  I've got a great sense for these things. (xxx) ,Statement Opinion,Statement Opinion
"Look there.  What is that?  Is that -- Oh No, that's seaweed. (excited) ",Statement Non Opinion ,Statement Non Opinion
"Oh, this is great.  I wouldn't miss this for the world. I mean, think about this, I know you're not interested but just think about this for a second; (excited) ",Command,Statement Opinion
somewhere out there is a giant mass of silver fish all swimming in this direction.  They don't know why they're doing it.  We don't know why they're doing it.  They didn't- It wasn't a decision.  No one took a vote.  Nobody sent them an invitation or a map or anything like that.  It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming.  They are swimming right now at this very moment.   And And- (excited) ,Statement Non Opinion ,Statement Opinion
"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name, (excited) ",Statement Opinion,Statement Opinion
"they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps.  Look at all the hairs that are standing up. (excited) ",Statement Non Opinion ,Statement Opinion
That's the wind. (xxx) ,Statement Non Opinion ,Statement Non Opinion
"Well, so what do you think? (excited) ",Question,Question
"Well, so, what do you think? (excited) ",Question,Question
About what? (neutral) ,Question,Question
What I was just saying. (excited) ,Answer,Statement Non Opinion
It's ridiculous. (neutral) ,Statement Opinion,Statement Opinion
It certainly is not.  It's slightly exaggerated scientific fact. (frustrated) ,Disagreement,Disagreement
It's P.R. somebody sold you a bill of goods that this magical thing would be happening on the beach. (xxx) ,Statement Opinion,Statement Opinion
"I'm not the only one, look at all these people. (xxx) ",Disagreement,Statement Non Opinion
"Sure.  Everybody is told the same thing, it keeps us all excited.  It keeps us all coming back for more.  It keeps us thinking that life is gonna start now any minute if we can just find the right spot and get in on the action. (xxx) ",Statement Opinion,Statement Opinion
Are we talking about the same thing? (xxx) ,Question,Question
"I'm sorry.  It's just, it's it's just fish to me. (frustrated) ",Answer,Apology
"uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period? (neutral) ",Question,Question
"God damn it, Augie.  Seriously, you always ask me that.  Why do you ask me that?  I hate it.  It's so insulting. (anger) ",Answer,Statement Opinion
What's bugging you then? (frustrated) ,Question,Question
I just - We just have different ideas of what this night is suppose to look like. (frustrated) ,Answer,Statement Opinion
"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home. (frustrated) ",Statement Non Opinion ,Statement Non Opinion
"For God's sake, Augie.  It's- Grow up, we're not going to see the grunion. (xxx) ",Statement Opinion,Command
Why not? (xxx) ,Question,Question
We We don't ever.  Have we ever? (frustrated) ,Question,Question
We've missed them twice.  That's hardly ever. (frustrated) ,Answer,Statement Non Opinion
"Twice is every time we've tried, that's ever (anger) ",Statement Non Opinion ,Statement Opinion
"Well, we'll see them this year. (xxx) ",Statement Opinion,Statement Non Opinion
"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up. (anger) ",Disagreement,Statement Opinion
"Okey, They're just fish.  It's nothing to get traumatized over. (frustrated) ",Statement Opinion,Statement Opinion
You don't understand anything I am saying. (frustrated) ,Statement Non Opinion ,Statement Opinion
"No, of course not. (frustrated) ",Agreement,Disagreement
I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is. (sad) ,Statement Opinion,Statement Opinion
"I'm trying to work this backwards.  But I can't seem to pinpoint the time where everything went wrong here.  Okay, so -- (frustrated) ",Statement Non Opinion ,Statement Non Opinion
"you were fine on the phone call with Marge, eating dinner was fine,talking- uh washing the dishes, no problem.  All right.  So, I'm taking a shower, you're watching TV, the news and you say the grunions are running tonight and I say, Great, let's go.  I'm feeling lucky.  And so, all right, and I'm putting on my coat, I'm putting out the animals, I'm pulling the car out of the garage. (frustrated) ",Statement Non Opinion ,Statement Non Opinion
Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them. (sad) ,Statement Non Opinion ,Statement Opinion
"And I remember thinking to myself, finally.  I am as happy as I am supposed to be. (sad) ",Statement Non Opinion ,Statement Opinion
Wait a minute.  I've got it. (xxx) ,Command,Statement Non Opinion
"Dancing barefoot in the sand, drinking champagne out of the bottle. (sad) ",Statement Non Opinion ,Statement Opinion
"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right? (neutral) ",Question,Question
I would rather not remember some things.  I'd rather not hope for something. (sad) ,Answer,Statement Opinion
"Okay.  All right No problem.  I totally understand. okey  um, listen.  Do you want to dance? (xxx) ",Question,Question
No. (sad) ,Answer,Answer
Do you want me to go get some champagne? (xxx) ,Question,Question
