"_texto_CONCATENAR(#¡REF!,"" ("",G1,"") "")",Original_Label,DeepSeek_r1
No. (Answer) ,frustrated,frustrated
"What, you want me to whisper in your ear? (Question) ",xxx,neutral
No. (Answer) ,xxx,frustrated
You want to get married again? (Question) ,frustrated,neutral
No. (Answer) ,xxx,frustrated
What? What You want a divorce? (Question) ,frustrated,surprised
No no. (Answer) ,frustrated,frustrated
"A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want? (Question) ",frustrated,frustrated
No. (Answer) ,-,frustrated
I want something to turn out the way it is suppose to turn out. (Statement Opinion) ,frustrated,sad
What.  Welcome to the human race. (Statement Non Opinion ) ,anger,frustrated
"You think this is what I had in mind?  You think that when I propose I had this great fantasy going that four years down the road, we will end up on a beach arguing over fish. You think that I knew that there would be times when you will look at me like I am used Kleenex?  Or that I will look at you and think, holy hell what's the next flight to Alaska. (Statement Non Opinion ) ",xxx,frustrated
"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us. (Statement Opinion) ",frustrated,sad
Because you know what Carla?  You know what you get?  This. (Statement Non Opinion ) ,xxx,neutral
This what?  What is this?  This isn't even anything. (Statement Non Opinion ) ,sad,frustrated
Yes it is. (Disagreement) ,xxx,frustrated
"Sure, this is standing.  This is waiting.  This is fighting. (Statement Opinion) ",sad,frustrated
Right. (Agreement) ,xxx,neutral
But this isn't anything like I thought it would be. (Statement Opinion) ,sad,sad
"No, I know me either. (Agreement) ",sad,sad
"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else. (Statement Opinion) ",sad,sad
Maybe if you are with somebody else too? (Statement Opinion) ,sad,sad
I didn't say that. (Disagreement) ,sad,frustrated
"No, I know, but.  I know I don't make you happy. (Agreement) ",sad,sad
"For heaven's sake Augie, wherever I am I always wanted to be with you. (Statement Opinion) ",sad,frustrated
Yeah? (Question) ,xxx,neutral
"For heaven's sake, don't you know that? (Question) ",xxx,frustrated
"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself. (Statement Opinion) ",sad,sad
"Actually, now that you mention it.  No, I don't. (Disagreement) ",happy,neutral
Good.  So maybe we are on the wrong spot but we are with the right person. (Statement Opinion) ,happy,neutral
I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here. (Statement Opinion) ,happy,neutral
"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon. (Statement Opinion) ",happy,happy
"Well, look what we have got here. (Statement Non Opinion ) ",happy,neutral
"Augie, you bought refreshments. (Statement Non Opinion ) ",xxx,surprised
"Well, it's not champagne. (Statement Non Opinion ) ",xxx,neutral
Well than we don't need glasses. (Statement Non Opinion ) ,xxx,neutral
Are you still cold?  You still want to go home? (Question) ,xxx,neutral
"No, I am beginning to think that maybe this is the spot after all. (Answer) ",happy,neutral
"Shh, If we're very quiet, the fish might come. (Statement Opinion) ",happy,excited
Or not. (Statement Opinion) ,xxx,neutral
Or not. (Agreement) ,happy,neutral
Good God. (Statement Non Opinion ) ,excited,neutral
You think it's them? (Question) ,xxx,fear
I wonder. (Answer) ,excited,neutral
"Freda is the only one who knows we're up here, and she wouldn't call up. (Statement Non Opinion ) ",xxx,neutral
It must be them then. (Statement Non Opinion ) ,xxx,neutral
What will be do? (Question) ,xxx,fear
"We're all right, darling, aren't we whatever happens? (Statement Non Opinion ) ",xxx,happy
Now and always my sweet. (Agreement) ,xxx,happy
I don't care then. (Statement Non Opinion ) ,xxx,happy
It was bound to happen sooner or later. (Statement Non Opinion ) ,xxx,neutral
Hello?  Hello?  What?  Wrong number. (Statement Non Opinion ) ,excited,neutral
"Oh, it sent shivers up my spine. (Statement Non Opinion ) ",excited,fear
"Oh, what shall we do if they suddenly walk in on us? (Question) ",fear,fear
Behave exquisitely. (Answer) ,excited,excited
With the most perfect poise. (Question) ,excited,excited
"Yes, I shall probably do a Court Curtsey. (Answer) ",excited,excited
"[LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they? (Question) ",xxx,happy
Um... It's a pity that one can't stay this way forever. (Answer) ,xxx,sad
"Darling, don't say that. (Command) ",xxx,frustrated
"Well, it's true. (Statement Opinion) ",xxx,sad
The whole business is really rather ridiculous. (Statement Opinion) ,neutral,frustrated
"Meaning that sacred and beautiful thing, love? (Question) ",xxx,surprised
Meaning exactly that. (Answer) ,neutral,frustrated
"What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean? (Question) ",excited,frustrated
Don't laugh at me; I'm serious. (Command) ,xxx,frustrated
"You mustn't be serious my dear one, that's just what they want. (Statement Opinion) ",xxx,frustrated
Who's they? (Question) ,neutral,neutral
"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light. (Answer) ",excited,frustrated
"Well, if I laugh at everything, I must laugh at us, too. (Statement Opinion) ",xxx,frustrated
Certainly you must.  We're figures of fun alright [LAUGHTER]. (Agreement) ,excited,happy
"Well, what if-what happens when our love- (Question) ",neutral,fear
"How long will it last, this overbearing love of ours? (Question) ",xxx,fear
Who knows? (Answer) ,excited,neutral
"Well, shall we always want to bicker and fight? (Question) ",xxx,fear
"No, that fire will fade along with our passion. (Answer) ",excited,neutral
"Oh, dear, shall we like that? (Question) ",xxx,sad
It all depends on how well we played. (Answer) ,excited,neutral
"Well, what if one of us dies, does the other laugh then? (Question) ",neutral,fear
"Yes, yes, with all his might. (Answer) ",excited,excited
"Well, that's rather serious, isn't it? (Question) ",xxx,fear
"No, no it isn't.  Death is very laughable.  Come such a cunning little mystery all done with mirrors. (Answer) ",excited,frustrated
"My dear, I do believe you're talking nonsense. (Statement Opinion) ",xxx,frustrated
"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and -- (Statement Opinion) ",excited,frustrated
enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment. (Statement Opinion) ,excited,excited
"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets. (Statement Opinion) ",excited,excited
"Elliot, worms don't pop. (Statement Non Opinion ) ",xxx,neutral
"I don't mind what you do, see, you could paint your body green all over and dance naked through the Place Vendome and run off with every man in the world.  And I shan't say a word as long as I know that you love me best. (Statement Opinion) ",xxx,happy
"Oh, thank you dear.  And the same goes for you except that if I so much as see you looking at another woman, I'll kill you. (Statement Opinion) ",xxx,happy
Do you remember that awful scene we had in Venice? (Question) ,excited,happy
Which particular one? (Question) ,xxx,neutral
The one where you bought that little painted wooden snake and put it on my bed. (Answer) ,excited,neutral
Charles.  That was his name.  He did wriggle so beautifully. (Statement Non Opinion ) ,excited,happy
"Horrible thing, I hate it. (Statement Opinion) ",excited,frustrated
I know.  You threw him out the window into the canal.  I don't think I'll ever forgive you for that. (Agreement) ,xxx,frustrated
How long did that row last? (Question) ,excited,neutral
It went on intermittently for days. (Answer) ,xxx,neutral
The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown. (Statement Non Opinion ) ,excited,neutral
"Uh- It burned all the towels in the bathroom, too. (Statement Non Opinion ) ",xxx,neutral
"Oh, that was quite a rouser, wasn't it? (Question) ",excited,excited
That was the first time you ever hit me. (Answer) ,xxx,neutral
"Oh, I didn't hit you very hard. (Statement Opinion) ",neutral,frustrated
And then the manager came in and found us rolling around on the floor biting and scratching like panthers. (Statement Non Opinion ) ,excited,neutral
[LAUGHTER] I shall never forget his face. (Statement Non Opinion ) ,excited,happy
"Oh, ridiculous. utterly ridiculous (Statement Opinion) ",happy,happy
"Oh, we were very much younger then. (Statement Non Opinion ) ",excited,neutral
And very much sillier. (Statement Opinion) ,xxx,happy
"Oh, As a matter of fact, the real cause of that row was Peter Burden. (Statement Non Opinion ) ",excited,neutral
